#DroneDeploy	4.21.0.1517
#Flight Recorder
User ID	58adcdaff6b11d0001fff143
Organization ID	5ce4361f919c5f0001530f71
Session ID	unknown_plan_id
Session Start	11/13/2020 01:12:40
#Device
Device Model	iPad
Device User Interface Idiom	iPad	1
Device Operating System	iOS	14.1
Device SSID
#Aircraft
Aircraft Model	Phantom 4 Pro
Aircraft Name	Fake Aircraft Name
Aircraft Firmware	Fake Aircraft Firmware Package
#Aircraft Battery
Full Charge Volume (mAh)	1
Remaining Life (%)	1
Discharges	4
#Components
Battery Cells Number	0
Battery Serial Number	Fake Battery Serial
Battery Firmware	Fake Battery Firmware
Flight Controller Serial Number	Fake FC Serial
Flight Controller Firmware	Fake FC Firwmare
Gimbal Firmware	Fake Gimbal Firmware
Remote Control Serial Number	Fake RC Serial
Remote Control Firmware	Fake RC Firmware
Camera Serial Number	Fake Camera Serial
Date/Time (UTC)	Elapsed Time (sec)	Info	Device Latitude (Degrees)	Device Longitude (Degrees)	Device Location Last Updated (ms)	Aircraft Battery Power (%)	Aircraft Battery Charge (mAh)	Aircraft Battery Current (mA)	Aircraft Battery Voltage (mV)	Aircraft Battery Temperature (Fahrenheit)	Aircraft Battery Last Updated (ms)	Aircraft Battery Cell 1 Voltage	Aircraft Battery Cell 2 Voltage	Aircraft Battery Cell 3 Voltage	Aircraft Battery Cell 4 Voltage	Aircraft Battery Cell Voltage Last Updated (ms)	Aircraft Latitude (Degrees)	Aircraft Longitude (Degrees)	Aircraft Speed (mph)	Aircraft Barometric Altitude (ft)	Aircraft Heading (Degrees)	Aircraft Vel - X (mph)	Aircraft Vel - Y (mph)	Aircraft Vel - Z (mph)	Aircraft Pitch (Degrees)	Aircraft Roll (Degrees)	Aircraft Satellites	Aircraft Motors On	Aircraft Flying	Aircraft Flight Mode	Aircraft Flight Mode Value	Aircraft IMU Preheating	Aircraft Ultrasonic On	Aircraft Ultrasonic Altitude (ft)	Aircraft Vision On	Aircraft GPS Signal	Aircraft GPS Signal Value	Aircraft No-fly	Aircraft No-fly Value	Aircraft No-fly Latitude (Degrees)	Aircraft No-fly Longitude (Degrees)	Aircraft No-fly Radius (ft)	Home Latitude (Degrees)	Home Longitude (Degrees)	Aircraft Smart Go-home Flight Time Remaining (sec)	Aircraft Smart Go-home Flight Return Time (sec)	Aircraft Smart Go-home Landing Time (sec)	Aircraft Smart Go-home Return Power (%)	Aircraft Smart Go-home Landing Power (%)	Aircraft Smart Go-home Radius (ft)	Aircraft Smart Go-home Countdown (sec)	Aircraft Smart Go-home Requesting	Aircraft System State Last Updated (ms)	Gimbal Pitch (Degrees)	Gimbal Roll (Degrees)	Gimbal Yaw (Degrees)	Gimbal Mode	Gimbal Mode Value	Gimbal Pitch at Stop	Gimbal Roll at Stop	Gimbal Yaw at Stop	Gimbal Status Last Updated (ms)	Landing Gear is Movable	Landing Gear Status	Landing Gear Status Value	Landing Gear Mode	Landing Gear Mode Value	Landing Gear Last Updated (ms)	RC State	RC State Value	RC Left Horizontal	RC Left Vertical	RC Right Horizontal	RC Right Vertical	RC Left Wheel	RC Right Wheel	RC Landing Gear	RC Landing Gear Value	RC Go Home	RC Record	RC Shutter	RC Playback	RC Pause	RC Custom 1	RC Custom 2	RC State Last Updated (ms)	RC Battery (%)	RC Battery State Last Updated (ms)	RC Sattelites	RC Horizontal Accuaracy (ft)	RC Latitude (Degrees)	RC Longitude (Degrees)	RC GSP Data is Valid	RC GPS State Last Updated (ms)	RC Signal 1	RC Signal 2	RC Signal Last Updated (ms)	LB Signal 1	LB Signal 2	LB Signal Last Updated (ms)	Aircraft Camera Mode	Aircraft Camera Mode Value	Aircraft Camera Overheated	Aircraft Camera Sensor Error	Aircraft Camera Recording	Aircraft Camera Raw Capture	Aircraft Camera Interval Capture	Aircraft Camera Burst Capture	Aircraft Camera Single Capture	Aircraft Camera Storing Photo	Aircraft Camera State Last Updated (ms)	Aircraft Camera SD Card Exists	Aircraft Camera SD Card Remaining (%)	Aircraft Camera SD Card State Last Updated (ms)	Aircraft Camera Changeable Lens Supported	Aircraft Camera Lens Installed	Aircraft Camera Lens Type	Aircraft Camera Lens AF Enabled	Aircraft Camera Lens Focus Mode	Aircraft Camera Lens Focus Mode Value	Aircraft Camera Lens Focus Status	Aircraft Camera Lens Focus Status Value	Aircraft Camera Lens MF Assistant	Aircraft Camera Lens AF Assistant	Aircraft Camera Lens Assistant Working	Aircraft Camera Lens State Last Updated (ms)	Compass Index	Compass Sensor Value	Compass State	Compass State Last Updated (ms)	Compass Calibration State	Compass Calibration Last Updated (ms)	Device > Aircraft Distance - XY (ft)
11/13/2020 01:14:20	99.650		0.0	0.0	99650.00581741333	56	1	1	25	73.4	193.15004348754883	0	0	0	0	99649.98507499695	37.77257447962667	-122.40750092433493	22.369418519393044	154.19948	-47.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	193.46094131469727	-90.0	0.0	0.0	Free	0	1	1	1	582.9720497131348	0	Unknown	0	Unknown	3	99650.02799034119	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	192.89016723632812	100	192.85082817077637	1	0.0	0.0	0.0	1	193.19725036621094	0	0	99650.04086494446	0	0	99650.04301071167	Shoot Photo	0	0	0	0	0	0	0	0	0	583.1711292266846	1	100.0	583.1179618835449	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	99650.07209777832	0	-47.0	2	193.42780113220215	255	99650.0780582428	3902870.170691743
11/13/2020 01:14:20	99.846		0.0	0.0	99845.13473510742	56	1	1	25	73.4	194.4899559020996	0	0	0	0	99845.1280593872	37.77258309286362	-122.40750418537789	22.369418519393044	154.19948	-33.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	194.868803024292	-90.0	0.0	0.0	Free	0	1	1	1	778.1200408935547	0	Unknown	0	Unknown	3	99845.17693519592	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	194.17190551757812	100	194.12708282470703	1	0.0	0.0	0.0	1	194.53883171081543	0	0	99845.1840877533	0	0	99845.18504142761	Shoot Photo	0	0	0	0	0	0	0	0	0	778.3102989196777	1	100.0	778.2549858093262	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	99845.20721435547	0	-33.0	2	194.8108673095703	255	99845.20888328552	3902870.145799719
11/13/2020 01:14:20	100.043		0.0	0.0	100042.23084449768	56	1	1	25	73.4	1.4448165893554688	0	0	0	0	100042.20294952393	37.77260031933724	-122.40751070746612	22.369418519393044	154.19948	-5.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.7261505126953125	-90.0	0.0	0.0	Free	0	1	1	1	975.1839637756348	0	Unknown	0	Unknown	3	100042.23704338074	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1141300201416016	100	1.0700225830078125	1	0.0	0.0	0.0	1	1.4660358428955078	0	0	100042.24181175232	0	0	100042.24300384521	Shoot Photo	0	0	0	0	0	0	0	0	0	0.1277923583984375	1	100.0	975.3100872039795	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	100042.26112365723	0	-5.0	2	1.6818046569824219	255	100042.26303100586	3902870.0960156047
11/13/2020 01:14:20	100.237		0.0	0.0	100236.50979995728	56	1	1	25	73.4	1.4901161193847656	0	0	0	0	100236.48405075073	37.772608932573924	-122.40751396851138	22.369418519393044	154.19948	9.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.7771720886230469	-90.0	0.0	0.0	Free	0	1	1	1	194.20313835144043	0	Unknown	0	Unknown	3	100236.52195930481	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1310577392578125	100	1.085042953491211	1	0.0	0.0	0.0	1	1.5289783477783203	0	0	100236.52911186218	0	0	100236.53101921082	Shoot Photo	0	0	0	0	0	0	0	0	0	194.41795349121094	1	100.0	194.3507194519043	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	100236.55128479004	0	9.0	2	1.7349720001220703	255	100236.55390739441	3902870.0711235143
11/13/2020 01:14:20	100.424		0.0	0.0	100423.72989654541	56	1	1	25	73.4	1.3930797576904297	0	0	0	0	100423.70223999023	37.77261754581051	-122.4075172295574	22.369418519393044	154.19948	23.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.6617774963378906	-90.0	0.0	0.0	Free	0	1	1	1	381.41798973083496	0	Unknown	0	Unknown	3	100423.73704910278	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.0662078857421875	100	1.0228157043457031	1	0.0	0.0	0.0	1	1.413106918334961	0	0	100423.74205589294	0	0	100423.74300956726	Shoot Photo	0	0	0	0	0	0	0	0	0	381.62994384765625	1	100.0	381.5648555755615	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	100423.76518249512	0	23.0	2	1.6279220581054688	255	100423.76708984375	3902870.0462314
11/13/2020 01:14:21	100.606		0.0	0.0	100606.0597896576	56	1	1	25	73.4	1.5239715576171875	0	0	0	0	100606.04405403137	37.772626159047014	-122.40752049060417	22.369418519393044	154.19948	37.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.8069744110107422	-90.0	0.0	0.0	Free	0	1	1	1	563.7669563293457	0	Unknown	0	Unknown	3	100606.08792304993	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1510848999023438	100	1.1129379272460938	1	0.0	0.0	0.0	1	1.561880111694336	0	0	100606.09698295593	0	0	100606.09793663025	Shoot Photo	0	0	0	0	0	0	0	0	0	563.9858245849609	1	100.0	563.9209747314453	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	100606.12201690674	0	37.0	2	1.7862319946289062	255	100606.12607002258	3902870.0213392647
11/13/2020 01:14:21	100.799		0.0	0.0	100798.72179031372	56	1	1	25	73.4	1.3642311096191406	0	0	0	0	100798.70319366455	37.77263477228341	-122.40752375165174	22.369418519393044	154.19948	51.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.64794921875	-90.0	0.0	0.0	Free	0	1	1	1	756.4318180084229	0	Unknown	0	Unknown	3	100798.75302314758	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1610984802246094	100	1.1210441589355469	1	0.0	0.0	0.0	1	1.4219284057617188	0	0	100798.76208305359	0	0	100798.7630367279	Shoot Photo	0	0	0	0	0	0	0	0	0	756.6499710083008	1	100.0	756.5858364105225	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	100798.78807067871	0	51.0	2	1.6260147094726562	255	100798.79307746887	3902869.9964471087
11/13/2020 01:14:21	100.993		0.0	0.0	100992.4168586731	56	1	1	25	73.4	1.8000602722167969	0	0	0	0	100992.39206314087	37.77264338551972	-122.40752701270002	22.369418519393044	154.19948	65.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	2.064943313598633	-90.0	0.0	0.0	Free	0	1	1	1	950.1078128814697	0	Unknown	0	Unknown	3	100992.427110672	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.4851093292236328	100	1.4450550079345703	1	0.0	0.0	0.0	1	1.8267631530761719	0	0	100992.43593215942	0	0	100992.43712425232	Shoot Photo	0	0	0	0	0	0	0	0	0	950.3207206726074	1	100.0	950.2549171447754	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	100992.45500564575	0	65.0	2	2.029895782470703	255	100992.45715141296	3902869.971554929
11/13/2020 01:14:21	101.181		0.0	0.0	101180.79090118408	56	1	1	25	73.4	1.4672279357910156	0	0	0	0	101180.76801300049	37.77265199875594	-122.40753027374907	22.369418519393044	154.19948	79.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.789093017578125	-90.0	0.0	0.0	Free	0	1	1	1	188.27533721923828	0	Unknown	0	Unknown	3	101180.80496788025	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1420249938964844	100	1.0950565338134766	1	0.0	0.0	0.0	1	1.5010833740234375	0	0	101180.81212043762	0	0	101180.81402778625	Shoot Photo	0	0	0	0	0	0	0	0	0	188.4932518005371	1	100.0	188.42601776123047	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	101180.83429336548	0	79.0	2	1.7261505126953125	255	101180.83596229553	3902869.946662725
11/13/2020 01:14:21	101.365		0.0	0.0	101364.93396759033	56	1	1	25	73.4	1.3420581817626953	0	0	0	0	101364.90607261658	37.77266061199208	-122.40753353479889	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.5931129455566406	-90.0	0.0	0.0	Free	0	1	1	1	372.41125106811523	0	Unknown	0	Unknown	3	101364.94088172913	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.0352134704589844	100	0.9951591491699219	1	0.0	0.0	0.0	1	1.3747215270996094	0	0	101364.94708061218	0	0	101364.94898796082	Shoot Photo	0	0	0	0	0	0	0	0	0	372.62916564941406	1	100.0	372.56407737731934	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	101364.97211456299	0	91.0	2	1.5690326690673828	255	101364.97402191162	3902869.921770501
11/13/2020 01:14:21	101.559		0.0	0.0	101558.40682983398	56	1	1	25	73.4	194.81992721557617	0	0	0	0	101558.40396881104	37.77266061199208	-122.40753353479889	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	195.09601593017578	-90.0	0.0	0.0	Free	0	1	1	1	565.9151077270508	0	Unknown	0	Unknown	3	101558.44497680664	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	194.54002380371094	100	194.50020790100098	1	0.0	0.0	0.0	1	194.87905502319336	0	0	101558.45093727112	0	0	101558.45189094543	Shoot Photo	0	0	0	0	0	0	0	0	0	566.1301612854004	1	100.0	566.0641193389893	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	101558.47215652466	0	91.0	2	195.0688362121582	255	101558.47406387329	3902869.921770501
11/13/2020 01:14:22	101.747		0.0	0.0	101746.18196487427	56	1	1	25	73.4	187.28017807006836	0	0	0	0	101746.16003036499	37.77266922522813	-122.40753679584945	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	187.55793571472168	-90.0	0.0	0.0	Free	0	1	1	1	753.6630630493164	0	Unknown	0	Unknown	3	101746.19317054749	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	186.79380416870117	100	186.74492835998535	1	0.0	0.0	0.0	1	187.29901313781738	0	0	101746.19889259338	0	0	101746.1998462677	Shoot Photo	0	0	0	0	0	0	0	0	0	753.8809776306152	1	100.0	753.8151741027832	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	101746.22201919556	0	91.0	2	187.52193450927734	255	101746.22416496277	3902869.8968782546
11/13/2020 01:14:22	101.935		0.0	0.0	101935.0528717041	56	1	1	25	73.4	188.35878372192383	0	0	0	0	101935.04190444946	37.772677838464084	-122.4075400569008	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	188.6601448059082	-90.0	0.0	0.0	Free	0	1	1	1	942.5461292266846	0	Unknown	0	Unknown	3	101935.0779056549	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	188.04693222045898	100	188.00091743469238	1	0.0	0.0	0.0	1	188.3997917175293	0	0	101935.08410453796	0	0	101935.0860118866	Shoot Photo	0	0	0	0	0	0	0	0	0	942.7661895751953	1	100.0	942.6999092102051	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	101935.10723114014	0	91.0	2	188.61794471740723	255	101935.11009216309	3902869.8719859854
11/13/2020 01:14:22	102.136		0.0	0.0	102135.66493988037	56	1	1	25	73.4	1.3649463653564453	0	0	0	0	102135.63704490662	37.772695064935725	-122.40754657900574	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.6298294067382812	-90.0	0.0	0.0	Free	0	1	1	1	1143.1450843811035	0	Unknown	0	Unknown	3	102135.67519187927	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.0590553283691406	100	1.0159015655517578	1	0.0	0.0	0.0	1	1.397848129272461	0	0	102135.68186759949	0	0	102135.6840133667	Shoot Photo	0	0	0	0	0	0	0	0	0	0.13589859008789062	1	100.0	1143.294095993042	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	102135.7011795044	0	91.0	2	1.5988349914550781	255	102135.70308685303	3902869.822201379
11/13/2020 01:14:22	102.337		0.0	0.0	102336.43984794617	56	1	1	25	73.4	202.14200019836426	0	0	0	0	102336.41719818115	37.772695064935725	-122.40754657900574	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	202.41093635559082	-90.0	0.0	0.0	Free	0	1	1	1	200.70600509643555	0	Unknown	0	Unknown	3	102336.45987510681	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	201.8451690673828	100	201.80392265319824	1	0.0	0.0	0.0	1	202.18706130981445	0	0	102336.46893501282	0	0	102336.46988868713	Shoot Photo	0	0	0	0	0	0	0	0	0	200.92391967773438	1	100.0	200.85692405700684	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	102336.49110794067	0	91.0	2	202.38995552062988	255	102336.4942073822	3902869.822201379
11/13/2020 01:14:22	102.541		0.0	0.0	102540.4098033905	56	1	1	25	73.4	1.4801025390625	0	0	0	0	102540.39907455444	37.7726948822737	-122.40753520718268	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.7731189727783203	-90.0	0.0	0.0	Free	0	1	1	1	404.68907356262207	0	Unknown	0	Unknown	3	102540.44198989868	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1088848114013672	100	1.0662078857421875	1	0.0	0.0	0.0	1	1.5130043029785156	0	0	102540.45796394348	0	0	102540.46106338501	Shoot Photo	0	0	0	0	0	0	0	0	0	404.91795539855957	1	100.0	404.85286712646484	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	102540.48824310303	0	91.0	2	1.7647743225097656	255	102540.49301147461	3902869.5401745266
11/13/2020 01:14:23	102.737		0.0	0.0	102736.1307144165	56	1	1	25	73.4	1.3659000396728516	0	0	0	0	102736.10711097717	37.77269469961057	-122.40752383535965	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.6188621520996094	-90.0	0.0	0.0	Free	0	1	1	1	600.3940105438232	0	Unknown	0	Unknown	3	102736.14501953125	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.0728836059570312	100	1.0330677032470703	1	0.0	0.0	0.0	1	1.4090538024902344	0	0	102736.15193367004	0	0	102736.15288734436	Shoot Photo	0	0	0	0	0	0	0	0	0	600.6059646606445	1	100.0	600.538969039917	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	102736.17315292358	0	91.0	2	1.5959739685058594	255	102736.17720603943	3902869.25814767
11/13/2020 01:14:23	102.924		0.0	0.0	102923.1686592102	56	1	1	25	73.4	1.5919208526611328	0	0	0	0	102923.15006256104	37.77269451694635	-122.40751246353669	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.931905746459961	-90.0	0.0	0.0	Free	0	1	1	1	787.484884262085	0	Unknown	0	Unknown	3	102923.24614524841	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.219034194946289	100	1.1682510375976562	1	0.0	0.0	0.0	1	1.6660690307617188	0	0	102923.25401306152	0	0	102923.25496673584	Shoot Photo	0	0	0	0	0	0	0	0	0	787.7099514007568	1	100.0	787.6439094543457	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	102923.29120635986	0	91.0	2	1.934051513671875	255	102923.29716682434	3902868.976120811
11/13/2020 01:14:23	103.117		0.0	0.0	103116.24574661255	56	1	1	25	73.4	1.3718605041503906	0	0	0	0	103116.219997406	37.77269433428105	-122.40750109171377	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.7261505126953125	-90.0	0.0	0.0	Free	0	1	1	1	980.5049896240234	0	Unknown	0	Unknown	3	103116.25599861145	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.0631084442138672	100	0.9989738464355469	1	0.0	0.0	0.0	1	1.4009475708007812	0	0	103116.26195907593	0	0	103116.26315116882	Shoot Photo	0	0	0	0	0	0	0	0	0	0.13899803161621094	1	100.0	980.6489944458008	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	103116.28198623657	0	91.0	2	1.6660690307617188	255	103116.2850856781	3902868.6940939445
11/13/2020 01:14:23	103.323		0.0	0.0	103322.45588302612	56	1	1	25	73.4	1.4181137084960938	0	0	0	0	103322.43824005127	37.772694151614644	-122.40748971989093	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.7409324645996094	-90.0	0.0	0.0	Free	0	1	1	1	206.15816116333008	0	Unknown	0	Unknown	3	103322.48497009277	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1277198791503906	100	1.0859966278076172	1	0.0	0.0	0.0	1	1.4710426330566406	0	0	103322.49283790588	0	0	103322.49283790588	Shoot Photo	0	0	0	0	0	0	0	0	0	206.37083053588867	1	100.0	206.30788803100586	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	103322.52025604248	0	91.0	2	1.708984375	255	103322.52407073975	3902868.412067078
11/13/2020 01:14:23	103.526		0.0	0.0	103525.84886550903	56	1	1	25	73.4	1.5609264373779297	0	0	0	0	103525.83694458008	37.77269396894715	-122.40747834806814	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.8777847290039062	-90.0	0.0	0.0	Free	0	1	1	1	409.5640182495117	0	Unknown	0	Unknown	3	103525.8891582489	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.1861324310302734	100	1.1339187622070312	1	0.0	0.0	0.0	1	1.6248226165771484	0	0	103525.90298652649	0	0	103525.90489387512	Shoot Photo	0	0	0	0	0	0	0	0	0	409.7859859466553	1	100.0	409.72280502319336	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	103525.93517303467	0	91.0	2	1.8520355224609375	255	103525.94017982483	3902868.1300402093
11/13/2020 01:14:24	103.730		0.0	0.0	103730.0078868866	56	1	1	25	73.4	2.5968551635742188	0	0	0	0	103729.98523712158	37.772693786278566	-122.40746697624542	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	2.8810501098632812	-90.0	0.0	0.0	Free	0	1	1	1	613.6970520019531	0	Unknown	0	Unknown	3	103730.02219200134	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	2.2187232971191406	100	2.167940139770508	1	0.0	0.0	0.0	1	2.6230812072753906	0	0	103730.02791404724	0	0	103730.02886772156	Shoot Photo	0	0	0	0	0	0	0	0	0	613.9068603515625	1	100.0	613.8420104980469	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	103730.05199432373	0	91.0	2	2.8471946716308594	255	103730.05700111389	3902867.848013336
11/13/2020 01:14:24	103.925		0.0	0.0	103925.03380775452	56	1	1	25	73.4	1.3768672943115234	0	0	0	0	103925.00591278076	37.772693603608886	-122.40745560442272	22.369418519393044	154.19948	91.0	22.369418519393044	0.0	0.0	0.0	0.0	10	1	1	flight mode	14	0	1	0.0	1	Very Strong	5	Fly Zone Unknown	255	0.0	0.0	0	37.771846	-122.407436	100	100	90	40	10	32.8084	0	0	1.6460418701171875	-90.0	0.0	0.0	Free	0	1	1	1	808.7151050567627	0	Unknown	0	Unknown	3	103925.04000663757	3	2	0	0	0	0	0	0	No Present	0	0	0	0	0	0	0	0	1.0752677917480469	100	1.0271072387695312	1	0.0	0.0	0.0	1	1.4069080352783203	0	0	103925.04692077637	0	0	103925.04811286926	Shoot Photo	0	0	0	0	0	0	0	0	0	808.9239597320557	1	100.0	808.8598251342773	0	0	Unknown	0	Manual	0	Idle	0	0	0	0	103925.0693321228	0	91.0	2	1.6131401062011719	255	103925.07100105286	3902867.5659864573
